trip_id,employee_id,program_office,travel_date,travel_purpose,expense_type,amount,mileage,total_mileage_cost
TR00951,EMP0093,FIN,2024-06-12,Asset Movement,Air Transportation,816.43,,
TR00952,EMP0029,FIN,2024-08-01,Asset Management,Air Transportation,792.75,,
TR00953,EMP0130,LOG,2024-03-24,Asset Management,Hotel/Lodging,321.21,,
TR00954,EMP0064,LOG,2023-12-16,Asset Movement,Mileage,118.32,176.6,118.32
TR00955,EMP0036,LOG,2024-08-25,Asset Movement,Ground Transportation,130.71,,
TR00956,EMP0005,FIN,2024-01-24,Asset Management,Air Transportation,466.92,,
TR00957,EMP0021,PMO,2024-08-25,Asset Movement,Hotel/Lodging,217.45,,
TR00958,EMP0099,LOG,2024-05-06,Asset Management,Ground Transportation,104.28,,
TR00959,EMP0008,TRANS,2023-10-03,Asset Movement,Ground Transportation,83.39,,
TR00960,EMP0045,OPS,2023-12-16,Asset Management,Air Transportation,1048.46,,
TR00961,EMP0069,OPS,2024-07-16,Asset Movement,Air Transportation,660.34,,
TR00962,EMP0111,TRANS,2024-01-07,Asset Management,Ground Transportation,102.23,,
TR00963,EMP0031,PMO,2023-10-22,Asset Management,Ground Transportation,62.21,,
TR00964,EMP0046,OPS,2024-06-28,Asset Movement,Hotel/Lodging,166.97,,
TR00965,EMP0119,PMO,2024-09-03,Asset Management,Mileage,164.08,244.9,164.08
TR00966,EMP0086,TRANS,2024-07-03,Asset Management,Mileage,284.35,424.4,284.35
TR00967,EMP0098,OPS,2023-10-13,Asset Management,Hotel/Lodging,175.54,,
TR00968,EMP0100,TRANS,2023-10-22,Asset Movement,Mileage,54.94,82.0,54.94
TR00969,EMP0011,ADMIN,2023-10-14,Asset Management,Air Transportation,453.58,,
TR00970,EMP0132,OPS,2024-06-06,Asset Movement,Air Transportation,345.75,,
TR00971,EMP0084,FIN,2023-11-04,Asset Movement,Ground Transportation,83.55,,
TR00972,EMP0146,PMO,2024-05-12,Asset Management,Ground Transportation,41.02,,
TR00973,EMP0018,LOG,2023-11-18,Asset Management,Hotel/Lodging,312.89,,
TR00974,EMP0086,TRANS,2024-05-15,Asset Movement,Hotel/Lodging,291.06,,
TR00975,EMP0060,ADMIN,2024-03-04,Asset Movement,Mileage,310.55,463.5,310.55
TR00976,EMP0045,OPS,2024-09-25,Asset Management,Ground Transportation,145.61,,
TR00977,EMP0112,OPS,2024-07-22,Asset Movement,Hotel/Lodging,175.65,,
TR00978,EMP0136,OPS,2024-05-04,Asset Movement,Air Transportation,1044.5,,
TR00979,EMP0093,FIN,2024-03-09,Asset Movement,Air Transportation,369.51,,
TR00980,EMP0054,ADMIN,2024-05-28,Asset Management,Air Transportation,678.23,,
TR00981,EMP0106,FIN,2024-06-06,Asset Movement,Hotel/Lodging,249.38,,
TR00982,EMP0001,FIN,2024-06-11,Asset Management,Mileage,97.55,145.6,97.55
TR00983,EMP0043,OPS,2024-08-30,Asset Management,Ground Transportation,139.92,,
TR00984,EMP0081,ADMIN,2023-12-04,Asset Management,Air Transportation,285.03,,
TR00985,EMP0021,PMO,2024-05-12,Asset Management,Ground Transportation,31.59,,
TR00986,EMP0016,ADMIN,2024-01-03,Asset Management,Ground Transportation,42.3,,
TR00987,EMP0137,ADMIN,2024-07-04,Asset Management,Ground Transportation,51.62,,
TR00988,EMP0087,TRANS,2024-09-19,Asset Management,Hotel/Lodging,247.43,,
TR00989,EMP0074,TRANS,2024-02-03,Asset Movement,Ground Transportation,109.72,,
TR00990,EMP0063,TRANS,2024-01-27,Asset Movement,Ground Transportation,76.98,,
TR00991,EMP0144,TRANS,2024-07-25,Asset Management,Air Transportation,501.55,,
TR00992,EMP0048,OPS,2024-07-03,Asset Management,Hotel/Lodging,111.29,,
TR00993,EMP0005,FIN,2024-03-19,Asset Movement,Air Transportation,615.35,,
TR00994,EMP0110,FIN,2024-03-02,Asset Movement,Air Transportation,785.99,,
TR00995,EMP0069,OPS,2024-03-28,Asset Movement,Mileage,313.69,468.2,313.69
TR00996,EMP0001,FIN,2024-02-26,Asset Management,Mileage,260.09,388.2,260.09
TR00997,EMP0049,PMO,2024-06-28,Asset Movement,Ground Transportation,38.09,,
TR00998,EMP0144,TRANS,2023-11-18,Asset Management,Hotel/Lodging,263.22,,
TR00999,EMP0122,FIN,2023-11-07,Asset Movement,Hotel/Lodging,216.85,,
TR01000,EMP0078,FIN,2023-10-10,Asset Movement,Ground Transportation,133.01,,
TR01001,EMP0082,FIN,2024-01-03,Asset Movement,Mileage,248.1,370.3,248.1
TR01002,EMP0087,TRANS,2024-06-08,Asset Management,Ground Transportation,22.63,,
TR01003,EMP0019,FIN,2024-01-10,Asset Movement,Ground Transportation,64.48,,
TR01004,EMP0058,PMO,2024-09-15,Asset Movement,Mileage,355.77,531.0,355.77
TR01005,EMP0071,PMO,2024-03-22,Asset Movement,Mileage,390.48,582.8,390.48
TR01006,EMP0025,LOG,2024-01-28,Asset Movement,Air Transportation,251.44,,
TR01007,EMP0117,PMO,2023-12-31,Asset Movement,Ground Transportation,85.63,,
TR01008,EMP0105,FIN,2023-12-27,Asset Management,Mileage,261.77,390.7,261.77
TR01009,EMP0024,ADMIN,2024-02-03,Asset Management,Hotel/Lodging,190.87,,
TR01010,EMP0071,PMO,2024-08-09,Asset Movement,Air Transportation,252.87,,
TR01011,EMP0078,FIN,2023-10-02,Asset Management,Mileage,240.26,358.6,240.26
TR01012,EMP0028,TRANS,2024-09-20,Asset Management,Hotel/Lodging,258.6,,
TR01013,EMP0138,ADMIN,2024-08-18,Asset Movement,Air Transportation,1135.44,,
TR01014,EMP0035,FIN,2023-10-29,Asset Management,Ground Transportation,37.62,,
TR01015,EMP0024,ADMIN,2024-08-31,Asset Management,Ground Transportation,88.34,,
TR01016,EMP0024,ADMIN,2024-04-06,Asset Movement,Hotel/Lodging,131.5,,
TR01017,EMP0123,PMO,2024-03-14,Asset Movement,Hotel/Lodging,327.67,,
TR01018,EMP0121,ADMIN,2024-04-17,Asset Movement,Mileage,102.98,153.7,102.98
TR01019,EMP0119,PMO,2024-09-04,Asset Management,Hotel/Lodging,140.99,,
TR01020,EMP0045,OPS,2024-02-08,Asset Management,Hotel/Lodging,328.63,,
TR01021,EMP0005,FIN,2024-08-28,Asset Management,Hotel/Lodging,250.11,,
TR01022,EMP0121,ADMIN,2024-01-14,Asset Management,Hotel/Lodging,237.66,,
TR01023,EMP0025,LOG,2024-03-15,Asset Management,Ground Transportation,124.4,,
TR01024,EMP0008,TRANS,2023-10-16,Asset Management,Mileage,205.02,306.0,205.02
TR01025,EMP0049,PMO,2024-04-03,Asset Management,Ground Transportation,144.52,,
TR01026,EMP0135,PMO,2024-02-13,Asset Movement,Mileage,368.7,550.3,368.7
TR01027,EMP0050,OPS,2023-10-06,Asset Movement,Air Transportation,930.2,,
TR01028,EMP0109,LOG,2024-08-30,Asset Management,Hotel/Lodging,112.54,,
TR01029,EMP0133,FIN,2024-09-28,Asset Movement,Mileage,359.52,536.6,359.52
TR01030,EMP0021,PMO,2024-07-10,Asset Management,Air Transportation,266.77,,
TR01031,EMP0033,PMO,2024-08-20,Asset Movement,Hotel/Lodging,206.96,,
TR01032,EMP0129,FIN,2023-12-19,Asset Movement,Ground Transportation,86.39,,
TR01033,EMP0036,LOG,2024-07-18,Asset Management,Ground Transportation,57.2,,
TR01034,EMP0111,TRANS,2024-01-11,Asset Management,Air Transportation,401.9,,
TR01035,EMP0148,ADMIN,2024-04-06,Asset Management,Mileage,329.51,491.8,329.51
TR01036,EMP0142,FIN,2024-08-15,Asset Management,Mileage,89.71,133.9,89.71
TR01037,EMP0129,FIN,2023-12-29,Asset Movement,Hotel/Lodging,129.81,,
TR01038,EMP0089,OPS,2024-06-23,Asset Management,Ground Transportation,46.65,,
TR01039,EMP0024,ADMIN,2024-05-09,Asset Movement,Hotel/Lodging,143.24,,
TR01040,EMP0041,FIN,2024-05-20,Asset Management,Ground Transportation,142.04,,
TR01041,EMP0043,OPS,2024-04-29,Asset Management,Air Transportation,357.51,,
TR01042,EMP0085,FIN,2024-05-16,Asset Management,Ground Transportation,179.01,,
TR01043,EMP0070,LOG,2024-02-16,Asset Management,Ground Transportation,18.41,,
TR01044,EMP0012,ADMIN,2024-01-14,Asset Management,Mileage,215.54,321.7,215.54
TR01045,EMP0100,TRANS,2024-03-19,Asset Management,Mileage,99.56,148.6,99.56
TR01046,EMP0147,TRANS,2024-08-02,Asset Movement,Hotel/Lodging,127.9,,
TR01047,EMP0134,TRANS,2023-12-19,Asset Management,Hotel/Lodging,319.74,,
TR01048,EMP0070,LOG,2024-01-23,Asset Management,Mileage,66.46,99.2,66.46
TR01049,EMP0097,FIN,2023-12-25,Asset Management,Air Transportation,210.01,,
TR01050,EMP0038,OPS,2024-02-24,Asset Movement,Ground Transportation,169.45,,
TR01051,EMP0109,LOG,2023-12-02,Asset Management,Ground Transportation,144.6,,
TR01052,EMP0009,TRANS,2023-10-07,Asset Management,Hotel/Lodging,233.1,,
TR01053,EMP0106,FIN,2024-07-24,Asset Movement,Hotel/Lodging,230.8,,
TR01054,EMP0015,LOG,2024-04-23,Asset Movement,Mileage,26.8,40.0,26.8
TR01055,EMP0088,LOG,2024-03-01,Asset Movement,Mileage,121.2,180.9,121.2
TR01056,EMP0049,PMO,2023-11-15,Asset Movement,Mileage,278.59,415.8,278.59
TR01057,EMP0062,ADMIN,2024-07-23,Asset Movement,Air Transportation,469.24,,
TR01058,EMP0140,OPS,2024-07-31,Asset Management,Ground Transportation,166.03,,
TR01059,EMP0116,PMO,2024-08-26,Asset Management,Air Transportation,464.1,,
TR01060,EMP0100,TRANS,2024-02-02,Asset Movement,Ground Transportation,115.11,,
TR01061,EMP0123,PMO,2023-12-29,Asset Movement,Ground Transportation,171.7,,
TR01062,EMP0057,ADMIN,2024-03-08,Asset Management,Mileage,274.16,409.2,274.16
TR01063,EMP0112,OPS,2024-04-30,Asset Movement,Hotel/Lodging,247.88,,
TR01064,EMP0132,OPS,2024-06-27,Asset Management,Hotel/Lodging,241.31,,
TR01065,EMP0060,ADMIN,2024-03-15,Asset Management,Air Transportation,657.7,,
TR01066,EMP0082,FIN,2024-03-04,Asset Movement,Hotel/Lodging,273.94,,
TR01067,EMP0078,FIN,2024-03-10,Asset Management,Hotel/Lodging,190.57,,
TR01068,EMP0117,PMO,2024-05-20,Asset Management,Air Transportation,478.69,,
TR01069,EMP0078,FIN,2024-06-24,Asset Movement,Hotel/Lodging,126.18,,
TR01070,EMP0044,OPS,2024-06-16,Asset Movement,Mileage,208.04,310.5,208.04
TR01071,EMP0048,OPS,2024-06-20,Asset Movement,Hotel/Lodging,238.74,,
TR01072,EMP0009,TRANS,2024-03-22,Asset Movement,Hotel/Lodging,136.84,,
TR01073,EMP0124,TRANS,2024-02-26,Asset Management,Air Transportation,1174.53,,
TR01074,EMP0094,PMO,2024-05-21,Asset Management,Hotel/Lodging,117.48,,
TR01075,EMP0016,ADMIN,2024-01-11,Asset Management,Air Transportation,794.58,,
TR01076,EMP0053,ADMIN,2024-06-04,Asset Movement,Hotel/Lodging,94.84,,
TR01077,EMP0110,FIN,2024-04-14,Asset Movement,Ground Transportation,27.88,,
TR01078,EMP0104,PMO,2024-08-02,Asset Management,Hotel/Lodging,118.64,,
TR01079,EMP0016,ADMIN,2024-02-03,Asset Management,Hotel/Lodging,100.23,,
TR01080,EMP0127,PMO,2024-08-11,Asset Management,Air Transportation,1057.6,,
TR01081,EMP0063,TRANS,2024-07-22,Asset Management,Hotel/Lodging,96.75,,
TR01082,EMP0044,OPS,2024-06-11,Asset Management,Hotel/Lodging,171.08,,
TR01083,EMP0109,LOG,2024-02-02,Asset Movement,Ground Transportation,121.49,,
TR01084,EMP0008,TRANS,2024-04-28,Asset Movement,Hotel/Lodging,201.32,,
TR01085,EMP0124,TRANS,2023-12-13,Asset Movement,Hotel/Lodging,150.86,,
TR01086,EMP0116,PMO,2024-08-02,Asset Management,Hotel/Lodging,228.69,,
TR01087,EMP0006,OPS,2023-10-08,Asset Management,Hotel/Lodging,122.02,,
TR01088,EMP0077,LOG,2024-04-23,Asset Management,Mileage,192.56,287.4,192.56
TR01089,EMP0041,FIN,2023-11-23,Asset Management,Hotel/Lodging,176.45,,
TR01090,EMP0115,OPS,2024-04-07,Asset Movement,Ground Transportation,85.27,,
TR01091,EMP0027,OPS,2023-12-28,Asset Management,Air Transportation,970.73,,
TR01092,EMP0045,OPS,2024-09-05,Asset Movement,Mileage,217.35,324.4,217.35
TR01093,EMP0089,OPS,2024-09-13,Asset Movement,Mileage,223.18,333.1,223.18
TR01094,EMP0003,OPS,2023-11-21,Asset Movement,Ground Transportation,139.2,,
TR01095,EMP0080,OPS,2024-08-16,Asset Management,Mileage,264.05,394.1,264.05
TR01096,EMP0145,OPS,2024-02-14,Asset Movement,Mileage,327.23,488.4,327.23
TR01097,EMP0094,PMO,2024-08-28,Asset Movement,Ground Transportation,22.85,,
TR01098,EMP0010,FIN,2024-05-03,Asset Management,Mileage,64.59,96.4,64.59
TR01099,EMP0122,FIN,2024-02-27,Asset Management,Hotel/Lodging,205.95,,
TR01100,EMP0071,PMO,2024-08-26,Asset Movement,Mileage,130.11,194.2,130.11
TR01101,EMP0086,TRANS,2024-09-09,Asset Management,Mileage,60.17,89.8,60.17
TR01102,EMP0046,OPS,2024-09-06,Asset Management,Mileage,42.41,63.3,42.41
TR01103,EMP0039,OPS,2024-04-13,Asset Management,Air Transportation,351.52,,
TR01104,EMP0145,OPS,2024-07-11,Asset Movement,Ground Transportation,150.43,,
TR01105,EMP0028,TRANS,2024-04-10,Asset Management,Air Transportation,966.29,,
TR01106,EMP0125,LOG,2024-08-25,Asset Movement,Ground Transportation,62.9,,
TR01107,EMP0094,PMO,2024-05-14,Asset Movement,Air Transportation,842.98,,
TR01108,EMP0131,OPS,2023-12-21,Asset Movement,Hotel/Lodging,93.24,,
TR01109,EMP0140,OPS,2023-12-06,Asset Movement,Ground Transportation,40.68,,
TR01110,EMP0072,OPS,2024-03-03,Asset Management,Hotel/Lodging,293.01,,
TR01111,EMP0133,FIN,2024-07-05,Asset Management,Hotel/Lodging,322.12,,
TR01112,EMP0078,FIN,2023-12-22,Asset Movement,Air Transportation,816.69,,
TR01113,EMP0138,ADMIN,2024-03-28,Asset Management,Ground Transportation,91.22,,
TR01114,EMP0046,OPS,2023-11-07,Asset Movement,Air Transportation,595.56,,
TR01115,EMP0010,FIN,2024-02-29,Asset Management,Mileage,96.68,144.3,96.68
TR01116,EMP0021,PMO,2024-02-24,Asset Management,Ground Transportation,97.81,,
TR01117,EMP0047,FIN,2024-05-07,Asset Movement,Hotel/Lodging,200.53,,
TR01118,EMP0115,OPS,2024-04-22,Asset Management,Air Transportation,427.27,,
TR01119,EMP0132,OPS,2024-09-06,Asset Management,Ground Transportation,100.79,,
TR01120,EMP0130,LOG,2024-03-10,Asset Management,Hotel/Lodging,254.87,,
TR01121,EMP0112,OPS,2024-02-05,Asset Movement,Air Transportation,734.74,,
TR01122,EMP0116,PMO,2023-11-21,Asset Management,Hotel/Lodging,178.86,,
TR01123,EMP0102,PMO,2024-07-01,Asset Movement,Ground Transportation,159.53,,
TR01124,EMP0062,ADMIN,2024-04-15,Asset Movement,Air Transportation,299.25,,
TR01125,EMP0148,ADMIN,2023-10-18,Asset Movement,Mileage,342.84,511.7,342.84
TR01126,EMP0011,ADMIN,2023-11-11,Asset Management,Mileage,116.45,173.8,116.45
TR01127,EMP0018,LOG,2024-02-25,Asset Movement,Air Transportation,1031.92,,
TR01128,EMP0051,TRANS,2024-06-04,Asset Management,Ground Transportation,153.3,,
TR01129,EMP0108,TRANS,2024-05-16,Asset Movement,Mileage,61.71,92.1,61.71
TR01130,EMP0099,LOG,2024-01-08,Asset Management,Mileage,31.36,46.8,31.36
TR01131,EMP0043,OPS,2024-08-25,Asset Movement,Ground Transportation,109.52,,
TR01132,EMP0146,PMO,2023-12-14,Asset Management,Mileage,405.42,605.1,405.42
TR01133,EMP0124,TRANS,2023-11-18,Asset Movement,Air Transportation,1032.01,,
TR01134,EMP0075,FIN,2024-04-28,Asset Movement,Air Transportation,584.62,,
TR01135,EMP0061,TRANS,2024-04-01,Asset Movement,Ground Transportation,30.6,,
TR01136,EMP0013,LOG,2024-09-07,Asset Management,Air Transportation,577.14,,
TR01137,EMP0141,OPS,2024-01-25,Asset Movement,Air Transportation,1187.51,,
TR01138,EMP0022,TRANS,2024-04-12,Asset Movement,Hotel/Lodging,267.75,,
TR01139,EMP0133,FIN,2023-10-08,Asset Management,Air Transportation,937.78,,
TR01140,EMP0103,PMO,2024-01-21,Asset Movement,Air Transportation,1197.74,,
TR01141,EMP0008,TRANS,2024-01-27,Asset Management,Mileage,26.26,39.2,26.26
TR01142,EMP0034,LOG,2024-01-05,Asset Movement,Ground Transportation,114.03,,
TR01143,EMP0069,OPS,2024-09-24,Asset Movement,Ground Transportation,45.42,,
TR01144,EMP0135,PMO,2024-06-19,Asset Movement,Ground Transportation,116.97,,
TR01145,EMP0122,FIN,2024-03-11,Asset Movement,Ground Transportation,132.2,,
TR01146,EMP0002,OPS,2024-05-30,Asset Movement,Hotel/Lodging,200.91,,
TR01147,EMP0013,LOG,2024-08-29,Asset Management,Air Transportation,507.74,,
TR01148,EMP0014,PMO,2024-06-20,Asset Management,Ground Transportation,42.7,,
TR01149,EMP0007,PMO,2024-05-12,Asset Movement,Mileage,417.21,622.7,417.21
TR01150,EMP0083,TRANS,2024-06-15,Asset Movement,Air Transportation,958.24,,
TR01151,EMP0006,OPS,2024-07-22,Asset Movement,Ground Transportation,45.29,,
TR01152,EMP0095,FIN,2024-03-23,Asset Movement,Air Transportation,605.19,,
TR01153,EMP0050,OPS,2023-11-28,Asset Movement,Hotel/Lodging,246.04,,
TR01154,EMP0023,FIN,2024-07-07,Asset Management,Air Transportation,290.98,,
TR01155,EMP0100,TRANS,2024-01-20,Asset Movement,Mileage,176.48,263.4,176.48
TR01156,EMP0007,PMO,2024-08-22,Asset Management,Ground Transportation,111.78,,
TR01157,EMP0089,OPS,2024-02-16,Asset Movement,Air Transportation,648.8,,
TR01158,EMP0128,PMO,2024-04-24,Asset Management,Mileage,301.63,450.2,301.63
TR01159,EMP0040,ADMIN,2024-05-03,Asset Movement,Ground Transportation,28.43,,
TR01160,EMP0124,TRANS,2024-09-25,Asset Management,Hotel/Lodging,119.71,,
TR01161,EMP0027,OPS,2024-06-20,Asset Management,Mileage,31.22,46.6,31.22
TR01162,EMP0119,PMO,2024-01-14,Asset Management,Ground Transportation,61.02,,
TR01163,EMP0062,ADMIN,2023-12-01,Asset Movement,Mileage,158.12,236.0,158.12
TR01164,EMP0144,TRANS,2023-11-09,Asset Movement,Mileage,281.2,419.7,281.2
TR01165,EMP0060,ADMIN,2023-10-20,Asset Management,Hotel/Lodging,179.38,,
TR01166,EMP0009,TRANS,2024-07-19,Asset Management,Mileage,224.32,334.8,224.32
TR01167,EMP0130,LOG,2024-08-30,Asset Management,Hotel/Lodging,239.72,,
TR01168,EMP0064,LOG,2023-11-09,Asset Movement,Air Transportation,311.52,,
TR01169,EMP0071,PMO,2024-06-02,Asset Management,Air Transportation,1052.86,,
TR01170,EMP0072,OPS,2023-12-28,Asset Movement,Air Transportation,1057.98,,
TR01171,EMP0102,PMO,2024-04-05,Asset Management,Mileage,314.36,469.2,314.36
TR01172,EMP0090,OPS,2024-01-10,Asset Movement,Hotel/Lodging,109.65,,
TR01173,EMP0069,OPS,2024-08-30,Asset Management,Ground Transportation,119.02,,
TR01174,EMP0055,OPS,2024-04-28,Asset Management,Hotel/Lodging,231.49,,
TR01175,EMP0048,OPS,2024-02-28,Asset Movement,Mileage,37.25,55.6,37.25
TR01176,EMP0030,ADMIN,2024-04-27,Asset Movement,Ground Transportation,66.84,,
TR01177,EMP0090,OPS,2024-05-04,Asset Movement,Air Transportation,562.81,,
TR01178,EMP0055,OPS,2024-03-06,Asset Movement,Ground Transportation,39.23,,
TR01179,EMP0048,OPS,2024-05-18,Asset Movement,Mileage,190.41,284.2,190.41
TR01180,EMP0110,FIN,2023-10-30,Asset Movement,Mileage,348.53,520.2,348.53
TR01181,EMP0044,OPS,2024-01-18,Asset Management,Mileage,40.74,60.8,40.74
TR01182,EMP0129,FIN,2024-08-27,Asset Movement,Mileage,115.04,171.7,115.04
TR01183,EMP0105,FIN,2024-06-29,Asset Management,Hotel/Lodging,126.57,,
TR01184,EMP0017,FIN,2024-03-14,Asset Movement,Mileage,25.53,38.1,25.53
TR01185,EMP0080,OPS,2024-09-18,Asset Management,Ground Transportation,17.06,,
TR01186,EMP0033,PMO,2024-03-30,Asset Management,Air Transportation,630.8,,
TR01187,EMP0084,FIN,2024-06-24,Asset Management,Hotel/Lodging,169.26,,
TR01188,EMP0019,FIN,2024-05-29,Asset Movement,Air Transportation,568.36,,
TR01189,EMP0034,LOG,2024-08-08,Asset Movement,Mileage,110.48,164.9,110.48
TR01190,EMP0047,FIN,2024-07-19,Asset Movement,Ground Transportation,38.66,,
TR01191,EMP0110,FIN,2024-02-25,Asset Management,Ground Transportation,66.12,,
TR01192,EMP0117,PMO,2024-01-16,Asset Movement,Air Transportation,602.16,,
TR01193,EMP0127,PMO,2024-03-25,Asset Movement,Hotel/Lodging,286.75,,
TR01194,EMP0034,LOG,2023-12-09,Asset Movement,Hotel/Lodging,169.46,,
TR01195,EMP0056,PMO,2024-01-08,Asset Management,Ground Transportation,132.71,,
TR01196,EMP0106,FIN,2023-10-21,Asset Management,Hotel/Lodging,317.25,,
TR01197,EMP0031,PMO,2023-12-02,Asset Management,Hotel/Lodging,282.01,,
TR01198,EMP0114,TRANS,2024-03-20,Asset Movement,Hotel/Lodging,91.02,,
TR01199,EMP0137,ADMIN,2024-01-10,Asset Management,Mileage,58.22,86.9,58.22
TR01200,EMP0094,PMO,2024-08-20,Asset Management,Air Transportation,900.66,,
TR01201,EMP0117,PMO,2024-06-04,Asset Movement,Hotel/Lodging,209.63,,
TR01202,EMP0093,FIN,2024-01-04,Asset Movement,Mileage,404.01,603.0,404.01
TR01203,EMP0135,PMO,2023-10-03,Asset Management,Mileage,49.25,73.5,49.25
TR01204,EMP0012,ADMIN,2024-05-18,Asset Movement,Mileage,89.78,134.0,89.78
TR01205,EMP0131,OPS,2023-10-24,Asset Management,Air Transportation,777.38,,
TR01206,EMP0120,PMO,2024-09-15,Asset Movement,Hotel/Lodging,236.29,,
TR01207,EMP0145,OPS,2024-08-17,Asset Management,Hotel/Lodging,299.32,,
TR01208,EMP0026,TRANS,2024-01-25,Asset Management,Hotel/Lodging,244.13,,
TR01209,EMP0144,TRANS,2023-10-02,Asset Movement,Ground Transportation,42.83,,
TR01210,EMP0010,FIN,2023-12-25,Asset Movement,Ground Transportation,151.78,,
TR01211,EMP0111,TRANS,2024-05-26,Asset Movement,Air Transportation,1079.58,,
TR01212,EMP0101,TRANS,2024-02-05,Asset Management,Air Transportation,244.17,,
TR01213,EMP0145,OPS,2023-10-10,Asset Movement,Ground Transportation,119.09,,
TR01214,EMP0069,OPS,2024-06-20,Asset Management,Ground Transportation,110.91,,
TR01215,EMP0006,OPS,2023-10-02,Asset Movement,Ground Transportation,118.92,,
TR01216,EMP0059,FIN,2023-11-09,Asset Movement,Air Transportation,1063.65,,
TR01217,EMP0074,TRANS,2024-01-19,Asset Movement,Mileage,87.3,130.3,87.3
TR01218,EMP0021,PMO,2024-09-03,Asset Management,Hotel/Lodging,293.75,,
TR01219,EMP0059,FIN,2024-03-11,Asset Movement,Hotel/Lodging,104.7,,
TR01220,EMP0013,LOG,2024-01-18,Asset Management,Air Transportation,374.48,,
TR01221,EMP0103,PMO,2024-03-02,Asset Management,Ground Transportation,17.68,,
TR01222,EMP0047,FIN,2024-01-02,Asset Management,Ground Transportation,30.16,,
TR01223,EMP0019,FIN,2024-04-01,Asset Management,Mileage,371.45,554.4,371.45
TR01224,EMP0059,FIN,2023-10-09,Asset Movement,Hotel/Lodging,138.47,,
TR01225,EMP0020,ADMIN,2024-02-11,Asset Movement,Mileage,247.97,370.1,247.97
TR01226,EMP0036,LOG,2023-12-10,Asset Management,Air Transportation,467.22,,
TR01227,EMP0135,PMO,2024-05-02,Asset Movement,Air Transportation,1102.11,,
TR01228,EMP0120,PMO,2023-10-08,Asset Management,Mileage,309.74,462.3,309.74
TR01229,EMP0027,OPS,2023-11-23,Asset Management,Mileage,30.08,44.9,30.08
TR01230,EMP0131,OPS,2023-11-04,Asset Movement,Air Transportation,1191.01,,
TR01231,EMP0147,TRANS,2023-11-29,Asset Movement,Mileage,364.68,544.3,364.68
TR01232,EMP0134,TRANS,2024-03-13,Asset Management,Ground Transportation,79.82,,
TR01233,EMP0005,FIN,2024-07-09,Asset Movement,Air Transportation,316.53,,
TR01234,EMP0051,TRANS,2024-03-03,Asset Movement,Ground Transportation,93.63,,
TR01235,EMP0038,OPS,2024-06-08,Asset Management,Air Transportation,190.67,,
TR01236,EMP0027,OPS,2023-12-13,Asset Management,Ground Transportation,127.35,,
TR01237,EMP0014,PMO,2024-03-09,Asset Management,Hotel/Lodging,284.57,,
TR01238,EMP0105,FIN,2023-10-29,Asset Management,Mileage,61.84,92.3,61.84
TR01239,EMP0064,LOG,2024-06-18,Asset Movement,Air Transportation,591.01,,
TR01240,EMP0012,ADMIN,2024-08-08,Asset Movement,Mileage,310.34,463.2,310.34
TR01241,EMP0107,TRANS,2024-05-29,Asset Management,Air Transportation,678.54,,
TR01242,EMP0021,PMO,2024-04-15,Asset Movement,Ground Transportation,137.17,,
TR01243,EMP0124,TRANS,2024-04-21,Asset Management,Hotel/Lodging,97.74,,
TR01244,EMP0084,FIN,2024-01-04,Asset Movement,Ground Transportation,35.39,,
TR01245,EMP0094,PMO,2023-10-29,Asset Management,Mileage,130.18,194.3,130.18
TR01246,EMP0001,FIN,2024-08-12,Asset Movement,Mileage,68.54,102.3,68.54
TR01247,EMP0056,PMO,2023-10-05,Asset Management,Mileage,130.52,194.8,130.52
TR01248,EMP0141,OPS,2023-11-14,Asset Management,Mileage,320.86,478.9,320.86
TR01249,EMP0002,OPS,2024-04-18,Asset Management,Hotel/Lodging,313.39,,
TR01250,EMP0094,PMO,2023-12-17,Asset Management,Ground Transportation,67.87,,
TR01251,EMP0109,LOG,2024-03-01,Asset Management,Mileage,95.68,142.8,95.68
TR01252,EMP0013,LOG,2024-09-17,Asset Movement,Ground Transportation,29.19,,
TR01253,EMP0078,FIN,2024-05-15,Asset Movement,Mileage,342.84,511.7,342.84
TR01254,EMP0045,OPS,2024-05-16,Asset Management,Hotel/Lodging,281.14,,
TR01255,EMP0002,OPS,2024-07-11,Asset Management,Mileage,117.92,176.0,117.92
TR01256,EMP0033,PMO,2023-11-10,Asset Movement,Mileage,201.07,300.1,201.07
TR01257,EMP0145,OPS,2024-06-20,Asset Management,Air Transportation,424.09,,
TR01258,EMP0041,FIN,2024-07-26,Asset Management,Air Transportation,470.57,,
TR01259,EMP0004,ADMIN,2024-05-25,Asset Movement,Mileage,216.88,323.7,216.88
TR01260,EMP0115,OPS,2024-06-15,Asset Management,Mileage,196.31,293.0,196.31
TR01261,EMP0059,FIN,2024-01-21,Asset Management,Ground Transportation,168.72,,
TR01262,EMP0118,ADMIN,2024-03-20,Asset Movement,Ground Transportation,45.9,,
TR01263,EMP0043,OPS,2023-11-01,Asset Movement,Ground Transportation,68.3,,
TR01264,EMP0039,OPS,2024-08-27,Asset Management,Air Transportation,368.87,,
TR01265,EMP0091,PMO,2024-03-20,Asset Movement,Mileage,356.24,531.7,356.24
TR01266,EMP0127,PMO,2024-08-21,Asset Management,Ground Transportation,59.08,,
TR01267,EMP0012,ADMIN,2024-08-05,Asset Management,Ground Transportation,65.87,,
